,id,count,docty,docdt,majdocty,colti,display_title,pdfurl,listing_relative_url,url_friendly_title,new_url,guid,origu,url,authors.0.author,authors.1.author,docna.0.docna,entityids.entityid,abstracts.cdata!,authors.2.author,authors.3.author,authors.4.author,authors.5.author,authors.6.author,authors.7.author,authors.8.author,EnvironmentalCategory
159,34053461,Mexico,Policy Research Working Paper,2023-05-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10429,"Poverty Mapping in the Age of
            Machine Learning",http://documents.worldbank.org/curated/en/099759405012313710/pdf/IDU0c1878458051a40470808a960c8b70982671b.pdf,/research/2023/05/34053461/poverty-mapping-age-machine-learning,http://documents.worldbank.org/curated/en/099759405012313710/IDU0c1878458051a40470808a960c8b70982671b,2023/05/34053461/IDU0c1878458051a40470808a960c8b70982671b,099759405012313710,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099759405012313710/IDU0c1878458051a40470808a960c8b70982671b,"Corral Rodas,Paul Andres","Henderson,Heath Linn",Poverty Mapping in the Age of Machine Learning,34053461,"Recent years have witnessed
            considerable methodological advances in poverty mapping,
            much of which has focused on the application of modern
            machine-learning approaches to remotely sensed data. Poverty
            maps produced with these methods generally share a common
            validation procedure, which assesses model performance by
            comparing subnational machine-learning-based poverty
            estimates with survey-based, direct estimates. Although
            unbiased, survey-based estimates at a granular level can be
            imprecise measures of true poverty rates, meaning that it is
            unclear whether the validation procedures used in
            machine-learning approaches are informative of actual model
            performance. This paper examines the credibility of existing
            approaches to model validation by constructing a
            pseudo-census from the Mexican Intercensal Survey of 2015,
            which is used to conduct several design-based simulation
            experiments. The findings show that the validation procedure
            often used for machine-learning approaches can be misleading
            in terms of model assessment since it yields incorrect
            information for choosing what may be the best set of
            estimates across different methods and scenarios. Using
            alternative validation methods, the paper shows that
            machine-learning-based estimates can rival traditional, more
            data intensive poverty mapping approaches. Further, the
            closest approximation to existing machine-learning
            approaches, using publicly available geo-referenced data,
            performs poorly when evaluated against “true” poverty rates
            and fails to outperform traditional poverty mapping methods
            in targeting simulations.","Segovia Juarez,Sandra Carolina",,,,,,,
160,34054345,World,Policy Research Working Paper,2023-05-02T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10430,The People’s Voice and Access to Sanitation,http://documents.worldbank.org/curated/en/099443205022319591/pdf/IDU0f30a6e340b50e04ab00a334070641ae4a9ab.pdf,/research/2023/05/34054345/people’s-voice-access-sanitation,http://documents.worldbank.org/curated/en/099443205022319591/IDU0f30a6e340b50e04ab00a334070641ae4a9ab,2023/05/34054345/IDU0f30a6e340b50e04ab00a334070641ae4a9ab,099443205022319591,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099443205022319591/IDU0f30a6e340b50e04ab00a334070641ae4a9ab,"Francois,John Nana Darko","Gyimah-Brempong,Kwabena",The People’s Voice and Access to Sanitation,34054345,"This paper estimates the effect of
            voice and accountability, which captures transparent
            electoral processes, free media, and freedom of expression,
            on access to sanitation services in developing countries.
            The core argument is that voice and accountability increases
            the visibility of sanitation as a public good and raises
            awareness of its benefits; hence, increasing its supply and
            demand. The analysis utilizes data from 73 developing
            countries and an instrumental variable approach to identify
            the causal effect of voice and accountability on access to,
            and use of, sanitation. The paper also employs a novel
            instrument-free estimator as both an alternative estimator
            for the analysis and an empirical strategy to formally
            assess the validity of the instrument in a just-identified
            model—a previously untestable just-identifying exclusion
            restriction. The paper finds robust evidence that voice and
            accountability increase access to sanitation and help close
            the persistent rural-urban inequality in access to
            sanitation. The results suggest that key tenets of democracy
            such a freedom of speech, free media, and power of electoral
            incentives are not a luxury of the rich—they are relevant to
            the world’s poor as they can shape the demand and
            distribution of sanitation services.","Kakeu, Johnson","Kouame, Christelle Signo",,,,,,
161,34054367,"Venezuela, Republica Bolivariana de,Colombia",Policy Research Working Paper,2023-05-02T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10431,"More Benefits, Fewer Children:
            How Regularization Affects Immigrant Fertility",http://documents.worldbank.org/curated/en/099508105022322183/pdf/IDU0738ea81804ffa043a408e08054ff7bab2b2a.pdf,/research/2023/05/34054367/more-benefits-fewer-children-regularization-affects-immigrant-fertility,http://documents.worldbank.org/curated/en/099508105022322183/IDU0738ea81804ffa043a408e08054ff7bab2b2a,2023/05/34054367/IDU0738ea81804ffa043a408e08054ff7bab2b2a,099508105022322183,Development Research Group (DECRG),http://documents.worldbank.org/curated/en/099508105022322183/IDU0738ea81804ffa043a408e08054ff7bab2b2a,"Amuedo-Dorantes,Catalina","Ibáñez,Ana María","More Benefits, Fewer Children: How
            Regularization Affects Immigrant Fertility",34054367,"How do policies that ease the
            integration of immigrants shape their fertility decisions
            This paper uses a panel survey of undocumented Venezuelan
            migrants in Colombia to compare the fertility decisions of
            households before and after the launch of an amnesty program
            that granted such migrants a labor permit and access to
            social services. The results suggest the amnesty reduced the
            likelihood that program beneficiaries would have a child due
            to better labor market opportunities for women and greater
            access to family planning resources through health care services.","Rozo Villarraga,Sandra Viviana","Traettino,Salvador",,,,,,
162,34054397,World,Policy Research Working Paper,2023-05-02T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10432,"Biodiversity and Finance : A
            Preliminary Assessment of Physical Risks for the Banking
            Sector in Emerging Markets",http://documents.worldbank.org/curated/en/099526305022388443/pdf/IDU0e52335a30e0f804949088f30d8c4eee5cee8.pdf,/research/2023/05/34054397/biodiversity-finance-preliminary-assessment-physical-risks-banking-sector-emerging-markets,http://documents.worldbank.org/curated/en/099526305022388443/IDU0e52335a30e0f804949088f30d8c4eee5cee8,2023/05/34054397/IDU0e52335a30e0f804949088f30d8c4eee5cee8,099526305022388443,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099526305022388443/IDU0e52335a30e0f804949088f30d8c4eee5cee8,"Calice,Pietro","Diaz Kalan,Federico Alfonso","Biodiversity and Finance : A Preliminary
            Assessment of Physical Risks for the Banking Sector in
            Emerging Markets",34054397,"Economic activity depends on a
            flourishing biodiversity and intact environment through the
            provision of ecosystem services. The depletion of these
            services poses physical risks for the financial sector. This
            paper attempts to measure the potential exposure of the
            banking systems in 20 emerging markets to nature loss
            through their lending portfolio. The results show that banks
            in emerging markets allocate around half of their credit
            portfolio to firms whose business processes are highly or
            very highly dependent on one or more ecosystem services. The
            results also provide initial and preliminary evidence that
            points to a negative correlation between country income
            level and dependency on ecosystem services. Accounting for
            indirect dependencies on ecosystem services via supply
            chains and trade could change this observed relationship,
            however. Furthermore, the highest dependencies on ecosystem
            services across countries tend to be on climate regulation
            and flood and storm protection, indicating the
            interconnectedness of climate change and nature loss.","Dunz,Nepomuk Max Ferdinand","Miguel Liriano,Faruk",,,,,,
163,34054461,World,Policy Research Working Paper,2023-05-02T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10433,"The Role of Global Value Chains
            for Worker Tasks and Wage Inequality",http://documents.worldbank.org/curated/en/099706205022399067/pdf/IDU080e5b8dd009680418b0b9600529297fdee90.pdf,/research/2023/05/34054461/role-global-value-chains-worker-tasks-wage-inequality,http://documents.worldbank.org/curated/en/099706205022399067/IDU080e5b8dd009680418b0b9600529297fdee90,2023/05/34054461/IDU080e5b8dd009680418b0b9600529297fdee90,099706205022399067,,http://documents.worldbank.org/curated/en/099706205022399067/IDU080e5b8dd009680418b0b9600529297fdee90,"Lewandowski,Piotr","Madoń,Karol","The Role of Global Value Chains for Worker
            Tasks and Wage Inequality",34054461,"This paper studies the relationship
            between participation in global value chains, worker routine
            task intensity, and within-country wage inequality. It uses
            unique survey data from 47 countries across the development
            spectrum to calculate worker-level, country-specific routine
            task intensity and combines them with sectoral measures of
            backward and forward global value chains participation.
            Higher global value chains participation is associated with
            more routine-intensive work, specifically among offshorable
            occupations, especially in countries at lower development
            levels. The results by broad sectors contrast sharply:
            higher global value chains participation is linked to a
            higher routine task intensity in offshorable occupations in
            the industry but a lower routine task intensity in
            non-offshorable occupations in business services. Higher
            worker-level routine task intensity is strongly associated
            with lower wages, so global value chains participation
            indirectly widens the within-country wage inequality through
            this routine task intensity channel. At the same time,
            global value chains participation directly contributes to
            reduced wage inequality, except for the richest countries.
            Overall, this analysis finds that global value chains
            participation reduces wage inequality in most low- and
            middle-income countries that receive offshored jobs but
            widens wage inequality in high-income countries that
            offshore jobs.","Winkler,Deborah Elisabeth",,,,,,,
164,34054471,World,Policy Research Working Paper,2023-05-02T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10434;  COVID-19 (Coronavirus)","Labor Market Effects of Global
            Supply Chain Disruptions",http://documents.worldbank.org/curated/en/099742505022340571/pdf/IDU0776102410a010044910917405a6c7fe5fb87.pdf,/research/2023/05/34054471/labor-market-effects-global-supply-chain-disruptions,http://documents.worldbank.org/curated/en/099742505022340571/IDU0776102410a010044910917405a6c7fe5fb87,2023/05/34054471/IDU0776102410a010044910917405a6c7fe5fb87,099742505022340571,,http://documents.worldbank.org/curated/en/099742505022340571/IDU0776102410a010044910917405a6c7fe5fb87,"Ulate,Mauricio","Vasquez,Jose P.",Labor Market Effects of Global Supply Chain Disruptions,34054471,"This paper examines the labor market
            consequences of recent global supply chain disruptions
            induced by COVID-19. Specifically, it considers a temporary
            increase in international trade costs similar to the one
            observed during the pandemic and analyzes its effects on
            labor market outcomes using a quantitative trade model with
            downward nominal wage rigidities. Even omitting any
            health-related impacts of the pandemic, the increase in
            trade costs leads to a temporary but prolonged decline in
            U.S. labor force participation. However, there is a
            temporary increase in manufacturing employment as the United
            States is a net importer of manufactured goods, which become
            costlier to obtain from abroad. By contrast, service and
            agricultural employment experience temporary declines.
            Nominal frictions lead to temporary unemployment when the
            shock dissipates, but this depends on the degree of monetary
            accommodation. Overall, the shock results in a 0.14 percent
            welfare loss for the United States. The impact on labor
            force participation and welfare across countries varies
            depending on the initial degree of openness and sectoral deficits.","Zarate Vasquez,Roman David",,,,,,,
165,34056955,European Union,Policy Research Working Paper,2023-05-04T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10435,The Impact of Tax Blacklisting,http://documents.worldbank.org/curated/en/099918205042371705/pdf/IDU0fd264bfb0c6f704cda09bd20025a1aa3a08c.pdf,/research/2023/05/34056955/impact-tax-blacklisting,http://documents.worldbank.org/curated/en/099918205042371705/IDU0fd264bfb0c6f704cda09bd20025a1aa3a08c,2023/05/34056955/IDU0fd264bfb0c6f704cda09bd20025a1aa3a08c,099918205042371705,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099918205042371705/IDU0fd264bfb0c6f704cda09bd20025a1aa3a08c,"Collin,Matthew Edward",,The Impact of Tax Blacklisting,34056955,"This paper estimates the policy and
            economic impacts of a European Union–led effort to review
            and “blacklist” jurisdictions based on their compliance with
            international standards designed to curb corporate profit
            shifting and private tax evasion. Using a combination of
            regression discontinuity and difference-and-difference
            methods, there is evidence of only limited improvements in
            tax governance four years after the inception of the list.
            There is also no clear evidence that the listing exercise
            had any impact on offshore wealth or shifted profits,
            largely because the bulk of jurisdictions that host both of
            these were not targeted by the European Union. The results
            suggest that “coercive” efforts to reduce global tax evasion
            and avoidance will struggle without better targeting and enforcement.",,,,,,,,
166,34058645,"Chile,World",Policy Research Working Paper,2023-05-08T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10436,"The Effects of Energy Prices on
            Firm Competitiveness : Evidence from Chile",http://documents.worldbank.org/curated/en/099507105082329730/pdf/IDU0a035eb5007d3a045d709c4f08d4a72bf5aee.pdf,/research/2023/05/34058645/effects-energy-prices-firm-competitiveness-evidence-chile,http://documents.worldbank.org/curated/en/099507105082329730/IDU0a035eb5007d3a045d709c4f08d4a72bf5aee,2023/05/34058645/IDU0a035eb5007d3a045d709c4f08d4a72bf5aee,099507105082329730,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099507105082329730/IDU0a035eb5007d3a045d709c4f08d4a72bf5aee,"Amann,Juergen","Grover,Arti Goswami","The Effects of Energy Prices on Firm
            Competitiveness : Evidence from Chile",34058645,"This paper analyzes the impact of
            changes in energy prices on the competitiveness of
            manufacturing firms in Chile. Using the Chilean Annual
            National Industrial Survey data, the paper illustrates that,
            first, increases in energy prices generally do not hurt firm
            competitiveness. Second, the impact of energy prices depends
            on the fuel type—while electricity price increases are
            negatively correlated with firm outcomes, fossil fuel price
            increases have a positive association with investment and
            firm productivity, a result that is consistent with the
            strong version of the Porter hypothesis. Third, these
            effects are heterogeneous and vary by firm attributes such
            as size, ownership and location. Fourth, investigating
            non-linear patterns in firm outcomes based on the level of
            energy prices, the findings show that the positive
            correlation between fossil fuel price increases and capital
            upgrading is particularly pronounced when energy prices are
            at relatively low levels.",,,,,,,,
167,34058712,"Arab Republic of,Egypt, Arab Republic of",Policy Research Working Paper,2023-05-08T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10437,"Implications of Using Nonstandard
            Poverty Lines : An Illustration Using the Case of the Arab
            Republic of Egypt",http://documents.worldbank.org/curated/en/099529105082319790/pdf/IDU0c1bece8809a0004c330b3fe079d8b57aecf7.pdf,/research/2023/05/34058712/implications-using-nonstandard-poverty-lines-illustration-using-case-arab-republic-egypt,http://documents.worldbank.org/curated/en/099529105082319790/IDU0c1bece8809a0004c330b3fe079d8b57aecf7,2023/05/34058712/IDU0c1bece8809a0004c330b3fe079d8b57aecf7,099529105082319790,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099529105082319790/IDU0c1bece8809a0004c330b3fe079d8b57aecf7,"Decerf,Benoit Marie A","Genoni,Maria Eugenia","Implications of Using Nonstandard Poverty
            Lines : An Illustration Using the Case of the Arab Republic
            of Egypt",34058712,"Many developing countries’ official
            poverty methodologies rely on nonstandard poverty lines,
            which complicate poverty comparisons across space or time.
            The paper considers the case of the Arab Republic of Egypt,
            whose official poverty lines have two important nonstandard
            features. First, the line is neither absolute nor relative,
            but rather hybrid or “weakly relative.” Second, the poverty
            line’s implicit equivalence scales are not fixed, but are
            rather endogenous. This paper provides a conceptual and
            quantitative understanding of these two nonstandard
            features. The results reveal that the equivalence scale
            implicit in the official methodology is quantitatively very
            similar to the (simpler) per capita equivalence scale.
            Switching to a per capita equivalence scale would help
            address an implicit gender bias that the paper identifies in
            Egypt’s official poverty lines. The analysis shows that the
            official distribution of poverty across regions is very
            similar to that associated with a purely absolute line. In
            addition, the change in official poverty rates over the
            period analyzed (2015 to 2017/18) lies halfway between the
            larger increase captured by a purely absolute line (10
            percentage points) and that captured by a purely relative
            measure (1 percentage point). However, the results show that
            these more standard poverty lines do not systematically
            perform better than the official methodology with respect to
            the identification of disadvantaged households.","Helmy,Imane Abdelfattah Ahmed Refaat","Sanz,Guillermo Federico",,,,,,
168,34058746,"World,Europe",Policy Research Working Paper,2023-05-08T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10438,"A Review of Human Development and
            Environmental Outcomes",http://documents.worldbank.org/curated/en/099804205082332055/pdf/IDU0d8d5661b0e201046d10a8f002595f22cdd97.pdf,/research/2023/05/34058746/review-human-development-environmental-outcomes,http://documents.worldbank.org/curated/en/099804205082332055/IDU0d8d5661b0e201046d10a8f002595f22cdd97,2023/05/34058746/IDU0d8d5661b0e201046d10a8f002595f22cdd97,099804205082332055,,http://documents.worldbank.org/curated/en/099804205082332055/IDU0d8d5661b0e201046d10a8f002595f22cdd97,"Ambasz,Diego","Gupta,Anshuman Kamal","A Review of Human Development and
            Environmental Outcomes",34058746,"As climate change and its impact on
            the physical environment become increasingly evident, its
            relationship with human development outcomes is becoming a
            key area of research. While numerous researchers have
            studied the ways in which the immediate environment affects
            human capital, literature on the impact of human capital on
            the environment remains scarce. Despite the heightened
            interest in understanding the linkages between human
            development outcomes and environmental factors, most studies
            of this relationship are theoretical, correlational, or
            observational, thus lacking causality. This paper surveys
            the literature and explores how evidence can be established
            for policies focusing on human development and environmental
            outcomes. The paper presents a conceptual framework
            incorporating direct and indirect pathways – including
            cognitive and noncognitive factors through which improved
            education can lead to better environmental behaviors. Of the
            31 studies reviewed, a majority (27 studies) present
            observational findings, while only a few (four studies, or
            13 percent) use a quasi-experimental design to establish
            causality. The few causal studies suggest that it is
            possible to change attitudes but more difficult to change
            environmental behaviors. The review raises the key question
            of whether policies aimed at improving climate change
            awareness through education can effectively produce
            long-lasting changes in pro-environmental behaviors. Much
            more work is needed to advance understanding of how human
            capital policy can help mitigate or promote adaptation to
            climate change.","Patrinos,Harry Anthony",,,,,,,
169,34059317,India,Policy Research Working Paper,2023-05-09T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10439,"An Assessment of Community-Led
            Lift Irrigation Systems in Jharkhand, India",http://documents.worldbank.org/curated/en/099451405092339075/pdf/IDU0be619ce802229044310b97c088a139ef33c1.pdf,/research/2023/05/34059317/assessment-community-led-lift-irrigation-systems-jharkhand-india,http://documents.worldbank.org/curated/en/099451405092339075/IDU0be619ce802229044310b97c088a139ef33c1,2023/05/34059317/IDU0be619ce802229044310b97c088a139ef33c1,099451405092339075,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099451405092339075/IDU0be619ce802229044310b97c088a139ef33c1,"Kishore,Avinash","Gupta,Manavi","An Assessment of Community-Led Lift
            Irrigation Systems in Jharkhand, India",34059317,"The Jharkhand State Livelihoods
            Promotion Society is rolling-out solar powered community
            lift irrigation systems to provide access to irrigation to
            23,580 farming families in 13 districts of the state. This
            paper assesses these irrigation systems using data collected
            from 297 farmers in the command area of 50 randomly selected
            irrigation systems. The study also interviewed 457
            nonbeneficiaries. Farmers in the command area of the
            irrigation systems irrigate more land, have higher cropping
            intensity, are more likely to grow high-value crops, and had
            higher gross value of output in the Rabi (winter) season.
            The beneficiaries also spend less money on irrigation,
            especially compared with nonbeneficiaries who use their own
            or who rent diesel pumps to irrigate their fields. Although
            the solar powered community lift irrigation systems offer
            multiple benefits, they remain severely underutilized. The
            median hours of operation of the 50 sampled irrigation
            systems was less than 100 hours per year, and the average
            operating time was 192 hours per year. Solar irrigation
            systems cannot be economically viable with low levels of
            capacity utilization, indicating that incentives are needed
            for system managers to increase utilization, gross irrigated
            area, and irrigation surplus.","Dizon,Felipe Jr Fadullon","Kumar,Priti",,,,,,B
170,34059321,"Arab Republic of,Egypt, Arab Republic of",Policy Research Working Paper,2023-05-09T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10440;  COVID-19 (Coronavirus); MNACE labor and gender
            research programs","The Role of Cash Transfers in
            Smoothing the Income Shock of COVID-19 in the Arab Republic
            of Egypt",http://documents.worldbank.org/curated/en/099510005092319513/pdf/IDU03a208a5c0b3210421509d7e0dbc1ff0a1f60.pdf,/research/2023/05/34059321/role-cash-transfers-smoothing-income-shock-covid-19-arab-republic-egypt,http://documents.worldbank.org/curated/en/099510005092319513/IDU03a208a5c0b3210421509d7e0dbc1ff0a1f60,2023/05/34059321/IDU03a208a5c0b3210421509d7e0dbc1ff0a1f60,099510005092319513,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099510005092319513/IDU03a208a5c0b3210421509d7e0dbc1ff0a1f60,"Gansey,Romeo Jacky","Genoni,Maria Eugenia","The Role of Cash Transfers in Smoothing the
            Income Shock of COVID-19 in the Arab Republic of Egypt",34059321,"The COVID-19 pandemic impacted the
            Arab Republic of Egypt’s economy and its people in many
            ways. By combining micro-simulations and imputation
            techniques, this paper models early impacts of the pandemic
            on household income and the role of cash transfers from the
            Government of Egypt in supporting households and workers. As
            expected, and consistent with other evidence, the estimates
            show that the pandemic shock decreased labor incomes and
            increased income poverty in Egypt. It was estimated that in
            fiscal year 2020, average household income per capita
            contracted by about 1.7 percent, and income poverty was
            about 2.2 percentage points higher, compared to a
            non-COVID-19 scenario for the same year, using the
            international poverty line of $3.65 a day (2017 purchasing
            power parity). Labor income losses were widespread across
            the country, disproportionately affecting informal workers.
            The results also suggest that expanded social protection
            cash transfers and targeted cash assistance to Egypt’s
            informal and tourism sectors played a substantial role in
            smoothing the initial labor income shock. In the absence of
            compensatory cash transfers, income poverty would have been
            1.1 percentage points higher. The compensatory measures, in
            particular the cash transfer programs Takaful and Karama,
            preferentially protected rural households due to the
            programs’ targeting rules. Thus, households in urban areas
            were significantly more likely to become income poor,
            compared to those in rural settings.","Helmy,Imane Abdelfattah Ahmed Refaat",,,,,,,
171,34060055,India,Policy Research Working Paper,2023-05-10T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10441,"The Eﬀects of Communal Violence
            on Women’s Marital Outcomes",http://documents.worldbank.org/curated/en/099322405102325038/pdf/IDU0f03c7eed0acfb04a6a09dd1012a5613ef6ac.pdf,/research/2023/05/34060055/eﬀects-communal-violence-women’s-marital-outcomes,http://documents.worldbank.org/curated/en/099322405102325038/IDU0f03c7eed0acfb04a6a09dd1012a5613ef6ac,2023/05/34060055/IDU0f03c7eed0acfb04a6a09dd1012a5613ef6ac,099322405102325038,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099322405102325038/IDU0f03c7eed0acfb04a6a09dd1012a5613ef6ac,"Ghose,Devaki","Pandey,Divya","The Eﬀects of Communal Violence on Women’s
            Marital Outcomes",34060055,"This study examines the eﬀects of
            communal violence on women’s marital outcomes. Using
            individual-level survey data from India and a
            diﬀerence-in-diﬀerences approach, the study shows that
            women’s age of marriage decreased, and the probability of
            getting married before age 18 increased after the
            Hindu-Muslim riots in Gujarat in 2002. Event study and
            synthetic control methods suggest that these eﬀects are
            prominent two years after the riots and have increased over
            time. Women who married after the riots also had fewer years
            of education and poorer social and economic status, such as
            a lower probability of employment and lower autonomy in
            household decision-making.",,,,,,,,
172,34060066,World,Policy Research Working Paper,2023-05-10T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10442,"Gendered Impacts of Climate
            Change : Evidence from Weather Shocks",http://documents.worldbank.org/curated/en/099342305102324997/pdf/IDU0ba259bd2039ca04fa20b87a0893bb487e014.pdf,/research/2023/05/34060066/gendered-impacts-climate-change-evidence-weather-shocks,http://documents.worldbank.org/curated/en/099342305102324997/IDU0ba259bd2039ca04fa20b87a0893bb487e014,2023/05/34060066/IDU0ba259bd2039ca04fa20b87a0893bb487e014,099342305102324997,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099342305102324997/IDU0ba259bd2039ca04fa20b87a0893bb487e014,"Fruttero,Anna","Halim,Daniel Zefanya","Gendered Impacts of Climate Change :
            Evidence from Weather Shocks",34060066,"Climate change is one of the defining
            challenges of our time. While the impacts of climate change
            on people’s well-being can hardly be denied, it may not be
            as obvious that the impacts could differ by gender. However,
            as the COVID-19 pandemic has shown, a shock can impact men
            and women differently due to social norms and pre-existing
            gender differences. This paper reviews the economic
            literature linking weather shocks (such as floods, droughts,
            and extreme temperatures, among others) and a large range of
            outcomes (from endowments to economic opportunities and
            agency). Men and women indeed have specific vulnerabilities
            and exposures. Specific physiological vulnerabilities are
            relatively minor: boys are more vulnerable to shocks in
            utero and girls and women to heat. The biggest gendered
            impacts are due to existing gaps and social responses to
            shocks. In places with strong boy preferences, families
            facing scarcity due to disasters are more likely to give
            food and other resources to boys, take their daughters out
            of school or marry them young, or withdraw women from
            agricultural work so they focus on household chores. During
            or after weather shocks, boys can also be taken out of
            schools to be put at work and men working in agriculture are
            often forced to migrate to find alternative sources of
            income. Unless climate policy acknowledges and accounts for
            these differences, climate change will remain an amplifier
            of existing gender inequalities.","Broccolini,Chiara","Dantas Pereira Coelho,Bernardo","Gninafon,Horace Mahugnon Akim","Muller,Noel",,,,
173,34060080,"World,Africa",Policy Research Working Paper,2023-05-10T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10443; COVID-19 (Coronavirus)","Are Vaccination Campaigns
            Misinformed ? Experimental Evidence from COVID-19 in Low-
            and Middle-Income Countries",http://documents.worldbank.org/curated/en/099403205102338642/pdf/IDU06fc518af0ff2d0403509add0bd9712833aae.pdf,/research/2023/05/34060080/vaccination-campaigns-misinformed-experimental-evidence-covid-19-low--middle-income-countries,http://documents.worldbank.org/curated/en/099403205102338642/IDU06fc518af0ff2d0403509add0bd9712833aae,2023/05/34060080/IDU06fc518af0ff2d0403509add0bd9712833aae,099403205102338642,,http://documents.worldbank.org/curated/en/099403205102338642/IDU06fc518af0ff2d0403509add0bd9712833aae,"Markhof,Yannick Valentin","Wollburg,Philip Randolph","Are Vaccination Campaigns Misinformed ?
            Experimental Evidence from COVID-19 in Low- and
            Middle-Income Countries",34060080,"Routine immunization coverage
            estimated in surveys often substantially differs from
            figures reported in administrative records, presenting a
            dilemma for researchers and policy makers. Using
            high-frequency phone surveys and administrative records from
            government sources in 36 low- and middle-income countries,
            this paper shows that such misalignment has also been common
            in the case of COVID-19. Across the sample, survey estimates
            exceed administrative figures by 47 percent on average, at
            times suggesting markedly different policy conclusions
            depending on the data source consulted. This pattern is
            particularly stark and consistent in Sub-Saharan Africa. To
            investigate the sources of this discrepancy, the paper
            presents results from six methodological experiments that
            vary survey design choices and documents their effect on
            estimated COVID-19 vaccine coverage. The results show that
            design choices matter, in particular the selection of
            respondents to be interviewed. However, phone survey
            estimates prove remarkably robust to several commonly
            claimed biases. After accounting for observed errors of
            representation and measurement in the survey data, there
            remains a nonnegligible, unexplained residual gap with
            administrative records. The paper provides indicative
            evidence of flaws and weaknesses in administrative data
            recording and reporting that affect reported vaccination
            rates and could contribute to this gap. The findings matter
            for past research on COVID-19 vaccination, future
            immunization efforts, and the design of robust data
            production systems on health topics.","Zezza,Alberto",,,,,,,
174,34063440,Bulgaria,Policy Research Working Paper,2023-05-16T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 10444,"Corruption Risks and State
            Capture in Bulgarian Public Procurement",http://documents.worldbank.org/curated/en/099530505162311812/pdf/IDU0989a1bd309d10049f30b94f0f454670df491.pdf,/research/2023/05/34063440/corruption-risks-state-capture-bulgarian-public-procurement,http://documents.worldbank.org/curated/en/099530505162311812/IDU0989a1bd309d10049f30b94f0f454670df491,2023/05/34063440/IDU0989a1bd309d10049f30b94f0f454670df491,099530505162311812,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099530505162311812/IDU0989a1bd309d10049f30b94f0f454670df491,"Fazekas,Mihaly","Poltoratskaia,Viktoriia","Corruption Risks and State Capture in
            Bulgarian Public Procurement",34063440,"This paper sets out to measure and
            analyze corruption risks, patterns of favoritism, and state
            capture in public procurement in Bulgaria. It draws on two
            main types of data: large-scale administrative data on
            public procurement and the list of politically exposed
            persons. The analysis rests on calculating individual
            corruption risk indicators (or red flags), such as single
            bidding in competitive markets, and creating a composite
            Corruption Risk Index based on these indicators. It maps the
            distribution of these red flags over time, across different
            regions and markets. The analysis finds that Bulgaria shows
            high corruption risk among other examined countries in the
            European Union, with weak institutions contributing to slow
            gross domestic product per capita convergence to Western
            European countries. The results point out that corruption
            risks have deteriorated over time. Combining suppliers’
            political connections information with public procurement
            corruption risk data shows that connections are associated
            with higher risks, in particular connections to local
            government members and state-owned enterprises. The
            large-scale analysis of buyer-supplier contracting networks
            points at state capture patterns where groups of buyers and
            suppliers repeatedly connect in high corruption risk
            procurement contracts. Such groups have gained more power
            and control over a larger share of contracts since 2016.
            Finally, policy recommendations are provided in three areas:
            enhancing data scope and quality, introducing a data-driven
            approach to corruption risk assessment, and improving public
            procurement policy and practices to reduce noncompetitive tenders.","Tóth,Bence",,,,,,,
